user_id,username,email,phone,location,preferred_fuel,preferred_category,loyalty_tier,total_spent,join_date,last_login
1469,jmeyer,twilcox@example.com,001-201-454-6263,Chicago,Hybrid,Sedan,Gold,163.18,2023-10-10,2025-10-03 04:51:00.983357
1470,jonesdavid,rebecca33@example.com,+1-987-516-0610x45823,Seattle,Electric,SUV,Bronze,8337.07,2024-02-02,2025-10-09 02:35:30.761710
1471,kduke,glendacross@example.com,+1-900-645-9160x3186,Dallas,Hybrid,SUV,Bronze,3495.33,2024-08-29,2025-10-06 13:32:42.387818
1472,youngmichael,timothywells@example.org,001-356-760-3170x4720,Phoenix,Gas,Truck,Silver,209.94,2025-04-25,2025-10-15 16:45:26.253489
1473,hnixon,julian09@example.net,001-700-438-6551x721,Miami,Hybrid,Sedan,Bronze,7642.43,2025-08-12,2025-10-08 19:18:53.148559
1474,robertwhite,moorejames@example.net,(832)754-5675x49645,Boston,Gas,SUV,Bronze,551.59,2024-08-16,2025-10-20 04:17:02.342318
1475,jodigilbert,timothy52@example.com,001-734-357-3125,Dallas,Gas,Sports,Platinum,7254.84,2024-07-12,2025-10-09 14:59:48.644317
1476,hjohnson,melinda69@example.com,797.869.8302x09158,New York,Gas,Sports,Bronze,6365.43,2023-11-08,2025-10-07 08:22:18.628668
1477,elliottchristopher,jwatson@example.com,513.939.0091,Chicago,Gas,Truck,Bronze,212.62,2023-11-16,2025-10-11 09:06:54.606075
1478,qsharp,savagelisa@example.org,(728)731-0502,Atlanta,Hybrid,Truck,Silver,7656.14,2025-02-06,2025-10-08 14:56:52.593440
1479,richard01,amandamartinez@example.net,(799)467-5326,Atlanta,Diesel,Truck,Gold,9414.14,2024-04-13,2025-10-07 02:18:39.733063
1480,smeza,zamoragregory@example.com,370-226-9627x2125,Chicago,Hybrid,Truck,Silver,9775.65,2024-03-18,2025-10-03 23:07:35.881562
1481,ogibson,daniel84@example.com,213.307.7627x2484,Seattle,Gas,Sedan,Bronze,5025.84,2023-03-13,2025-10-29 19:01:46.536596
1482,angelanguyen,smcdaniel@example.org,001-986-537-8793x329,Los Angeles,Electric,Sports,Gold,1369.36,2025-02-06,2025-10-24 02:19:52.249595
1483,lyork,elizabethbaldwin@example.org,532.298.7362x007,Dallas,Gas,Truck,Platinum,256.58,2022-11-04,2025-10-23 22:03:32.362354
1484,harriskimberly,michaelmartinez@example.org,+1-676-976-7936,Denver,Diesel,Sports,Silver,6827.18,2025-10-20,2025-10-06 08:44:39.740450
1485,jerry88,mariaschneider@example.org,693.398.6003x9041,Miami,Diesel,SUV,Silver,8674.93,2024-07-17,2025-10-15 05:52:28.112139
1486,jimenezbrittany,sophiaterry@example.org,816.625.7410x29141,New York,Hybrid,Sports,Silver,3833.97,2023-10-28,2025-10-20 16:08:10.695949
1487,lmckinney,rochaamber@example.com,(653)224-1554,Phoenix,Diesel,Truck,Silver,4454.01,2022-12-03,2025-10-30 18:23:11.802449
1488,madison77,acraig@example.org,+1-486-861-1412x58017,Boston,Electric,Sports,Silver,1309.43,2023-07-30,2025-10-18 12:53:30.482680
1489,mcarney,stephaniechoi@example.org,340.508.2690x54940,Denver,Diesel,Sports,Gold,3764.68,2024-10-25,2025-10-25 13:45:35.854067
1490,smithlacey,josephpeck@example.org,940-840-7203,Chicago,Electric,Sports,Gold,1281.49,2025-07-15,2025-10-26 18:38:36.580885
1491,joshua41,timothy24@example.org,+1-715-289-8051,Boston,Hybrid,SUV,Bronze,1934.5,2024-05-06,2025-10-21 08:23:16.308682
1492,charlotteprice,ericmorris@example.com,+1-527-225-3906x61716,Miami,Hybrid,Truck,Bronze,7412.87,2024-10-06,2025-10-12 22:15:04.196885
1493,amandamartin,cristian41@example.org,001-819-316-2563x3068,Dallas,Hybrid,Truck,Platinum,4305.51,2024-12-17,2025-10-01 21:24:47.498014
1494,heather67,irojas@example.org,6373981519,Chicago,Diesel,SUV,Bronze,8570.52,2025-10-25,2025-10-21 09:37:12.501573
1495,davisjennifer,chloe70@example.net,(242)236-8161,Los Angeles,Diesel,Sports,Bronze,5247.82,2025-01-31,2025-10-24 20:59:58.895579
1496,hzamora,davissarah@example.org,(583)846-1532x8323,Atlanta,Gas,Sports,Silver,968.14,2023-01-03,2025-10-06 01:36:32.917511
1497,michaelguzman,mark12@example.net,001-307-814-7895,Dallas,Hybrid,Truck,Gold,7380.82,2024-06-26,2025-10-02 02:26:03.864168
1498,josephjefferson,steven86@example.net,001-511-537-4347x35698,Phoenix,Hybrid,Sports,Bronze,3653.66,2024-08-13,2025-10-19 14:15:56.079285
1499,carlsonmartin,maxwell98@example.com,(297)398-2402x427,Los Angeles,Diesel,SUV,Bronze,504.78,2024-09-17,2025-10-03 15:25:09.558706
1500,deborahparrish,tryan@example.net,629.315.4144,Chicago,Electric,Sports,Bronze,6417.31,2023-07-07,2025-10-10 12:27:00.674407
1501,ohuang,blee@example.org,+1-916-262-4984x12003,New York,Hybrid,Sedan,Platinum,9532.59,2024-10-27,2025-10-06 15:57:15.821509
1502,millssydney,gomezstephanie@example.org,+1-391-790-2472x670,Seattle,Diesel,Sedan,Silver,5512.39,2024-01-17,2025-10-19 09:46:05.620445
1503,paulmarshall,jeremycastaneda@example.net,587-646-9586x36131,Chicago,Electric,Truck,Silver,801.51,2023-02-19,2025-10-11 23:52:35.417444
1504,turnerandrew,karroyo@example.com,304.814.6681x76996,Seattle,Hybrid,SUV,Silver,9249.42,2024-05-21,2025-10-24 06:47:05.453949
1505,james50,jamesedward@example.net,523-752-6699,Dallas,Gas,Sports,Platinum,1268.79,2022-12-21,2025-10-21 10:29:22.480111
1506,nwilliams,kelseygreene@example.org,834-418-7028,Phoenix,Hybrid,SUV,Gold,4526.84,2024-04-25,2025-10-10 09:30:41.525593
1507,michael34,teresa18@example.net,(770)486-9243x21769,Los Angeles,Hybrid,Truck,Gold,8944.25,2023-05-29,2025-10-03 22:26:17.153000
1508,julia71,ashleyrose@example.org,001-716-462-7499x0514,Atlanta,Electric,Sports,Bronze,624.79,2024-02-15,2025-10-05 12:05:33.913273
1509,tracy74,jenkinscathy@example.org,519-872-0157x569,Atlanta,Gas,SUV,Silver,6749.43,2025-06-30,2025-10-28 23:19:09.394918
1510,bruce43,abigailavila@example.net,576.813.5129,New York,Diesel,SUV,Silver,7945.66,2023-09-18,2025-10-05 20:28:47.655216
1511,echang,kimberlylynn@example.org,+1-615-203-3902x74260,Los Angeles,Hybrid,Sports,Bronze,8296.61,2024-11-30,2025-10-24 00:18:37.029709
1512,devin33,kelly69@example.com,(791)683-0990x6765,Chicago,Hybrid,SUV,Gold,8465.79,2023-12-07,2025-10-22 01:58:24.828020
1513,nelsonbecky,mschneider@example.com,+1-882-304-2247x91846,Denver,Hybrid,Sedan,Silver,3628.47,2024-10-07,2025-10-21 00:58:21.156622
1514,yanderson,sherry25@example.net,6497119762,Seattle,Hybrid,Sports,Platinum,6313.82,2023-08-16,2025-10-31 11:18:56.359665
1515,gglover,micheal74@example.org,(714)398-5329x66039,Dallas,Electric,SUV,Bronze,7366.52,2025-07-09,2025-10-05 05:37:13.455466
1516,charlescruz,jacknavarro@example.org,4514509070,Miami,Hybrid,Sports,Gold,9125.31,2023-07-10,2025-10-29 12:32:24.283781
1517,ywebb,jeremy86@example.com,+1-962-441-6181,New York,Gas,Sedan,Bronze,6601.48,2024-08-04,2025-10-28 02:46:37.466122
1518,cindymay,michaelmorris@example.org,8777006289,Dallas,Hybrid,SUV,Bronze,3167.51,2023-04-21,2025-10-08 20:58:41.071751
1519,thompsonrachel,nelsondana@example.com,359-350-8402,Phoenix,Gas,SUV,Silver,318.21,2022-11-24,2025-10-24 04:09:09.858100
1520,lespinoza,freemanmichael@example.net,(567)310-3482x6532,Atlanta,Diesel,Sports,Bronze,6280.67,2023-12-13,2025-10-22 23:38:36.961527
1521,oday,wongstephanie@example.com,001-402-423-4780,Dallas,Diesel,Sports,Silver,772.25,2025-05-31,2025-10-01 05:03:23.193472
1522,vanessa42,mikaylaflores@example.com,(879)612-8315,Phoenix,Hybrid,SUV,Platinum,397.13,2023-11-13,2025-10-21 02:48:32.103801
1523,wagnerjonathan,holmesjoshua@example.net,711.739.9861,Atlanta,Gas,Truck,Gold,6869.97,2023-06-28,2025-10-18 11:51:15.518250
1524,newtontaylor,kathleengreen@example.com,+1-624-949-5677x85169,Atlanta,Gas,SUV,Silver,7687.13,2022-11-11,2025-10-07 14:40:22.684965
1525,rsmith,davisnichole@example.com,001-403-497-5148x74543,New York,Diesel,Truck,Bronze,6573.0,2024-02-23,2025-10-17 08:22:59.313219
1526,joshuathomas,ncohen@example.com,(482)364-9923x29793,Atlanta,Diesel,SUV,Silver,5508.03,2023-09-01,2025-10-26 08:09:10.713050
1527,robertzuniga,kingamanda@example.com,001-958-786-2878x49653,Miami,Diesel,SUV,Silver,4626.35,2025-06-20,2025-10-04 08:41:22.927770
1528,michael81,jonathan65@example.org,956.218.3900,Atlanta,Diesel,Sports,Silver,4446.66,2024-04-10,2025-10-24 14:06:06.257188
1529,qestrada,carrie10@example.org,001-477-391-8018x4792,Los Angeles,Electric,Sedan,Bronze,9933.61,2024-10-27,2025-10-28 15:13:20.723066
1530,jacquelinehubbard,kyle77@example.org,(931)949-2061x164,Miami,Hybrid,Sports,Silver,5566.2,2024-06-21,2025-10-12 17:13:32.044754
1531,frenchmichael,mark61@example.net,542.845.0660x862,Seattle,Gas,Truck,Gold,6352.48,2023-06-04,2025-10-22 08:03:29.665260
1532,hurstbrian,mooreerica@example.org,+1-387-960-1411,Seattle,Hybrid,Truck,Platinum,9842.78,2024-10-07,2025-10-10 18:11:49.605788
1533,eperkins,eatonmckenzie@example.com,001-669-457-9355x677,Chicago,Hybrid,Sedan,Bronze,7851.78,2023-02-26,2025-10-11 17:17:48.246516
1534,stephaniesanchez,scottstephanie@example.org,377-390-9594,Phoenix,Electric,Sports,Silver,3584.37,2024-06-05,2025-10-31 02:39:44.104732
1535,xsexton,hernandezdavid@example.org,001-280-644-5665x2161,Atlanta,Electric,Sports,Bronze,4319.2,2024-10-31,2025-10-30 04:14:57.915550
1536,dylan66,ogarcia@example.net,(643)575-1507x894,Denver,Hybrid,Truck,Bronze,497.39,2023-03-09,2025-10-04 19:37:38.696623
1537,brian56,sreynolds@example.net,(334)228-1698x045,Phoenix,Electric,Truck,Bronze,7984.24,2024-05-19,2025-10-14 21:53:42.620415
1538,meghan05,boyerrebecca@example.net,281-672-9401x6290,Los Angeles,Electric,Truck,Silver,9716.64,2024-05-16,2025-10-25 03:49:40.740217
1539,marclewis,dmeyer@example.net,962-336-0440,Phoenix,Hybrid,Truck,Gold,8715.42,2025-03-06,2025-10-11 11:36:05.536775
1540,xowens,ghill@example.org,9975790539,Miami,Electric,Sedan,Silver,5094.19,2025-08-29,2025-10-07 19:43:22.692995
1541,luke26,smithethan@example.net,765.978.6626x48207,Denver,Gas,Sedan,Bronze,7763.77,2025-07-29,2025-10-03 15:25:07.787553
1542,lauraboone,marciawilliams@example.org,818-624-1175x77811,Phoenix,Gas,Sports,Gold,8178.44,2025-08-18,2025-10-10 11:15:50.846979
1543,hollyclarke,rachelkelly@example.com,641.595.8926x1608,New York,Diesel,Truck,Gold,1294.44,2023-07-13,2025-10-26 08:31:55.415884
1544,hogandavid,davisdylan@example.com,(275)990-0372x096,Boston,Hybrid,Sedan,Bronze,281.23,2023-06-07,2025-10-27 08:50:28.005495
1545,barbara35,steven38@example.com,(991)285-9264x6874,New York,Electric,Truck,Bronze,5127.18,2024-09-29,2025-10-03 21:03:38.002291
1546,debrabennett,alexandraali@example.com,3458007627,Denver,Electric,Truck,Silver,1957.35,2025-03-07,2025-10-20 18:41:10.060137
1547,johnreyes,tyler15@example.net,001-599-227-9723,Boston,Electric,Truck,Gold,946.72,2025-01-27,2025-10-29 17:34:19.105666
1548,owagner,lorimiles@example.org,001-380-257-1491x056,Boston,Hybrid,Sedan,Gold,4087.16,2023-07-11,2025-10-08 05:19:54.302470
1549,mckaychristina,clayanthony@example.com,769.783.9503,Denver,Diesel,SUV,Gold,242.92,2025-03-10,2025-10-06 08:59:50.986757
1550,holly40,michelle45@example.org,9619087868,Denver,Hybrid,Truck,Gold,8049.24,2025-10-02,2025-10-29 15:27:18.082349
1551,austinkatherine,iturner@example.net,(685)924-2527,Atlanta,Hybrid,Sports,Gold,4112.95,2025-07-10,2025-10-13 19:51:03.132281
1552,pricemolly,gary11@example.org,(974)551-3273,Dallas,Gas,Sports,Bronze,8003.08,2023-08-02,2025-10-28 22:19:49.694569
1553,cwalker,kristopherbrown@example.net,001-331-762-5687x312,Atlanta,Gas,Sedan,Silver,8918.75,2022-11-08,2025-10-03 08:03:12.471207
1554,stephaniestephens,trujilloamanda@example.org,687.662.5869,Denver,Electric,Sports,Silver,3764.34,2024-06-27,2025-10-14 04:14:41.807799
1555,vaughntaylor,vwood@example.net,(337)549-3284,Seattle,Diesel,SUV,Silver,1498.11,2023-07-13,2025-10-01 08:29:14.734582
1556,sharper,pauladavis@example.com,+1-225-395-6151,Chicago,Diesel,Sports,Silver,4722.77,2025-06-24,2025-10-07 17:29:49.457981
1557,christinaphillips,pscott@example.net,675.779.5747,Dallas,Hybrid,SUV,Silver,111.32,2024-05-13,2025-10-11 22:02:13.741984
1558,longanne,ajones@example.net,634.958.3813x17119,Atlanta,Hybrid,Sports,Bronze,6372.96,2025-03-16,2025-10-10 05:24:10.330011
1559,daniel77,qhughes@example.org,721-872-8717x0871,Seattle,Diesel,Truck,Gold,6375.35,2024-03-18,2025-10-04 20:45:27.213663
1560,mckenziedavid,kherman@example.net,(922)762-3861x2301,Dallas,Diesel,SUV,Gold,491.04,2023-05-30,2025-10-25 19:52:46.056771
1561,derek40,dominguezjames@example.net,(492)401-7485x592,Denver,Electric,Sedan,Bronze,2180.91,2024-02-09,2025-10-25 09:52:56.380733
1562,fischerrachael,williamsdaniel@example.org,662-912-2946,Seattle,Gas,Truck,Platinum,3367.65,2023-05-16,2025-10-19 09:53:59.960541
1563,patrick54,katherinerobinson@example.org,(432)537-0580x59491,Chicago,Diesel,Sedan,Gold,7791.42,2023-05-08,2025-10-29 12:34:22.349099
1564,becky07,amberbeltran@example.org,2967115538,Seattle,Diesel,SUV,Bronze,4904.24,2025-07-28,2025-10-18 16:42:27.037939
1565,hallvalerie,crystalchavez@example.net,(744)858-8944x18697,Boston,Hybrid,SUV,Silver,5073.9,2025-07-28,2025-10-27 12:33:47.081201
1566,conleyalexander,haleygreer@example.net,707-431-0199,Boston,Hybrid,Truck,Silver,8412.84,2022-12-25,2025-10-05 03:15:54.652529
1567,ybarnes,ybarron@example.com,001-670-792-4289,Phoenix,Gas,Sports,Silver,9925.78,2022-12-09,2025-10-07 15:28:05.443360
1568,ucarlson,barnesaaron@example.net,306-626-3829,Los Angeles,Diesel,Sports,Silver,1989.4,2024-06-13,2025-10-10 05:21:34.465875
1569,jgriffin,josephjohnson@example.org,997-327-9809x8586,Boston,Hybrid,Truck,Bronze,700.78,2024-08-25,2025-10-25 18:51:48.860752
1570,scottchristopher,bsanchez@example.com,(444)540-2304,Chicago,Hybrid,Truck,Gold,4632.82,2025-07-07,2025-10-05 10:52:38.696550
1571,mark85,casechristopher@example.org,6062343967,Miami,Hybrid,Truck,Bronze,7892.01,2023-12-18,2025-10-01 00:09:42.771168
1572,srivera,melissa75@example.com,(412)806-4653x177,New York,Hybrid,Sports,Bronze,2302.62,2023-04-12,2025-10-26 23:01:50.305368
1573,andrewmeadows,eperez@example.org,+1-835-762-3234x3548,New York,Hybrid,Sports,Bronze,4890.85,2025-09-03,2025-10-03 12:05:05.076047
1574,marybarnett,ychavez@example.org,+1-361-670-7364x27518,New York,Hybrid,Sports,Silver,8181.39,2022-11-03,2025-10-28 12:42:45.938255
1575,kimberlyfleming,westtraci@example.com,001-775-491-2547,Atlanta,Gas,Truck,Bronze,3199.99,2023-10-05,2025-10-18 02:11:50.360454
1576,tinariley,imacias@example.org,001-224-209-4514x49921,New York,Diesel,Sedan,Platinum,1867.23,2024-08-16,2025-10-04 06:37:27.273276
1577,johnsoncody,mcbrideemily@example.com,745.435.4817x616,New York,Gas,Sports,Gold,7342.74,2023-09-25,2025-10-13 00:50:44.028324
1578,timothy16,joseph30@example.com,478-459-5292x3941,Atlanta,Gas,SUV,Bronze,3222.47,2023-04-22,2025-10-02 21:20:35.051927
1579,adam49,nbranch@example.net,001-741-869-4923x141,Phoenix,Hybrid,SUV,Gold,8830.25,2025-02-19,2025-10-08 09:06:58.091018
1580,harpereric,gharvey@example.com,599-434-6966x5013,Chicago,Hybrid,Sports,Silver,3712.69,2024-07-24,2025-10-17 17:55:08.703003
1581,lauren38,alanellis@example.com,2326878827,Dallas,Hybrid,Sedan,Bronze,1926.14,2024-03-17,2025-10-13 11:44:20.443809
1582,armstrongjonathan,wcunningham@example.org,717-477-3035,Miami,Electric,Sedan,Gold,7044.85,2025-03-07,2025-10-27 00:34:16.094268
1583,holly56,millerdaniel@example.com,+1-309-941-9528x94153,Seattle,Gas,Sports,Silver,6573.65,2024-06-23,2025-10-17 05:50:25.868788
1584,dpace,laura87@example.org,+1-645-829-2570x15478,Los Angeles,Hybrid,Truck,Bronze,5792.58,2024-07-24,2025-10-22 21:56:03.557715
1585,jamesmcguire,dawngibbs@example.org,727.771.5954x00255,Chicago,Hybrid,Truck,Bronze,3452.42,2024-04-25,2025-10-25 21:16:30.165705
1586,teresapatterson,ashley10@example.com,369-641-1876,Chicago,Diesel,SUV,Platinum,2020.18,2025-06-03,2025-10-16 09:43:43.118356
1587,johnwilliams,jenkinsmichael@example.org,(487)490-5463,Seattle,Hybrid,Sedan,Silver,9721.3,2025-10-23,2025-10-29 01:34:51.315274
1588,zimmermancheryl,sarahmorton@example.com,001-250-678-8357x9007,Boston,Hybrid,Sedan,Platinum,3745.75,2024-02-02,2025-10-25 23:55:36.986129
1589,andrew87,davisangela@example.net,(342)259-1530x81275,Denver,Gas,Sedan,Silver,9431.7,2025-01-21,2025-10-09 16:48:24.498961
1590,edwardsmary,webbmelissa@example.org,(694)602-9460,Boston,Gas,SUV,Gold,4431.23,2025-02-11,2025-10-06 19:46:19.038802
1591,johnsonpatrick,alam@example.com,7088069832,Atlanta,Electric,SUV,Bronze,9859.38,2024-10-06,2025-10-21 06:14:34.893219
1592,feliciajennings,icarney@example.org,714-867-0998,Dallas,Diesel,Sports,Bronze,7864.72,2024-03-15,2025-10-25 08:13:49.171929
1593,colonsara,davidmeyer@example.com,001-412-359-8948x280,New York,Gas,Truck,Silver,520.82,2023-03-22,2025-10-11 17:03:50.171600
1594,grayjustin,richardbowen@example.org,+1-972-333-2883x171,Boston,Gas,Sedan,Bronze,9223.36,2024-07-20,2025-10-16 10:19:21.223571
1595,tammyschaefer,cwagner@example.org,001-513-577-5755x73281,Atlanta,Diesel,Sports,Silver,4195.36,2023-06-23,2025-10-01 03:39:27.952377
1596,xrobinson,jamesdavis@example.com,(823)325-6539x5084,Miami,Electric,Truck,Silver,3510.87,2023-07-06,2025-10-20 01:16:37.251113
1597,heather38,dawnherrera@example.org,770.953.1872,Miami,Electric,SUV,Bronze,2068.9,2025-03-10,2025-10-03 01:25:00.727784
1598,dpena,william06@example.com,(705)358-8407x8371,Denver,Diesel,SUV,Bronze,4663.25,2024-05-31,2025-10-23 02:10:13.962586
1599,ndavis,cdavies@example.net,+1-292-291-3776x86722,Atlanta,Electric,Truck,Bronze,1897.04,2024-05-06,2025-10-02 20:38:44.246762
1600,david59,wolfemarisa@example.org,+1-912-703-7616,Los Angeles,Electric,Truck,Platinum,2979.29,2024-03-29,2025-10-17 06:00:58.682960
1601,jamie69,dawn57@example.com,+1-644-606-6880x87967,Seattle,Electric,Sedan,Silver,6661.92,2024-08-03,2025-10-30 02:42:54.540570
1602,kristenjohnston,zroberts@example.com,5649563433,New York,Gas,Sedan,Silver,1973.72,2024-12-26,2025-10-28 18:19:48.602213
1603,amy08,lindapena@example.com,840.681.1040,Atlanta,Hybrid,Truck,Bronze,9896.13,2025-09-25,2025-10-18 19:22:20.656549
1604,robert04,jenniferadams@example.com,500-943-6805,Chicago,Diesel,Truck,Bronze,7237.7,2025-09-26,2025-10-19 05:59:27.501588
1605,dvasquez,npark@example.org,284-650-3358,Miami,Electric,SUV,Silver,5810.66,2023-05-22,2025-10-14 16:24:57.557524
1606,udeleon,andersonjeffrey@example.com,+1-945-780-6800x032,Seattle,Electric,Sports,Gold,6091.81,2025-03-05,2025-10-07 04:29:17.130634
1607,kirk86,bryanallen@example.com,+1-558-636-1041x080,Boston,Gas,Sedan,Gold,7457.61,2024-03-27,2025-10-22 10:24:56.000091
1608,vparker,usmith@example.net,001-767-550-9926x4921,New York,Gas,Sedan,Platinum,3983.27,2024-12-12,2025-10-17 21:57:40.793637
1609,ttaylor,jasonmcdaniel@example.com,001-756-695-3119x78548,New York,Hybrid,Truck,Silver,4034.45,2024-02-17,2025-10-25 05:20:36.435779
1610,david97,contrerasmary@example.org,6525348647,Chicago,Diesel,Sports,Gold,6870.86,2025-10-06,2025-10-07 14:48:49.618172
1611,watsonjulian,vbaker@example.org,4474148326,Phoenix,Electric,Sports,Silver,3096.2,2024-04-14,2025-10-10 19:50:55.958277
1612,hinesbrittany,montoyaallison@example.com,523.825.5528x3938,Dallas,Electric,Sedan,Gold,1558.07,2024-11-30,2025-10-22 19:26:10.914330
1613,mark36,harrisamy@example.org,001-643-933-7496x9917,Seattle,Hybrid,SUV,Silver,8845.59,2024-12-13,2025-10-15 10:28:41.571241
1614,jacquelinerodriguez,preston27@example.org,(675)960-6201x86768,Denver,Gas,Truck,Silver,7207.13,2024-02-27,2025-10-15 20:03:07.883104
1615,pcarter,anthony21@example.org,001-727-507-7847x3910,New York,Hybrid,Sports,Gold,2802.14,2025-05-25,2025-10-20 20:44:40.704595
1616,morganrussell,zachary08@example.org,(713)205-2392,Denver,Diesel,SUV,Gold,763.58,2024-10-15,2025-10-17 04:50:20.012087
1617,brobinson,kristenjoyce@example.net,001-951-817-6241,Los Angeles,Hybrid,Sports,Bronze,7945.85,2024-08-11,2025-10-25 05:07:01.632975
1618,wparker,chavezmatthew@example.org,(382)483-3506,Miami,Hybrid,Sedan,Silver,4988.98,2025-06-12,2025-10-27 21:38:31.124911
1619,iduncan,tyroneadams@example.org,(854)899-6086,Phoenix,Hybrid,Sports,Gold,6004.56,2024-04-24,2025-10-26 11:47:44.345140
1620,herrerajeremy,john02@example.com,476.932.8088x56508,Los Angeles,Diesel,Truck,Bronze,2575.92,2025-08-31,2025-10-23 12:36:54.560912
1621,christine20,wigginsjennifer@example.com,001-274-848-7518,Los Angeles,Electric,Truck,Bronze,8610.73,2023-03-06,2025-10-15 13:41:25.552541
1622,janethuang,crystal45@example.net,465.975.7322,Chicago,Gas,Sports,Gold,5697.13,2024-07-25,2025-10-29 09:52:14.595470
1623,ebony08,harveydawn@example.com,001-200-340-0495x503,New York,Gas,SUV,Silver,8024.15,2024-08-11,2025-10-05 20:37:48.073467
1624,mking,erikrogers@example.net,001-931-622-4640x327,Chicago,Hybrid,Truck,Bronze,9538.1,2023-10-31,2025-10-13 13:29:13.488032
1625,mejiacaitlin,jeffrey85@example.org,(666)437-1034x75018,Miami,Diesel,Sedan,Gold,9485.38,2024-04-30,2025-10-31 09:36:50.620359
1626,brianna62,jose89@example.org,+1-957-461-6283,Dallas,Electric,Sedan,Bronze,5418.13,2024-02-23,2025-10-11 22:29:10.036740
1627,mcdanielsamuel,gregorysandoval@example.org,(699)695-4541,Chicago,Gas,Sedan,Gold,2236.27,2025-05-13,2025-10-26 03:55:18.936102
1628,zmcbride,natalie06@example.net,8525995312,Miami,Diesel,Sedan,Silver,6036.83,2023-07-13,2025-10-03 14:46:27.487113
1629,leahgonzalez,bishopkelly@example.org,+1-720-853-2741x957,Atlanta,Diesel,Sports,Platinum,2299.07,2025-07-16,2025-10-05 17:21:31.276962
1630,jeffreycohen,carrie69@example.net,527-217-1641,Seattle,Gas,SUV,Silver,3183.7,2024-06-25,2025-10-23 12:33:05.187715
1631,justinelliott,mariah33@example.org,474-910-6633x0383,New York,Diesel,Sports,Silver,4530.18,2025-07-21,2025-10-13 02:31:34.514600
1632,sarahjimenez,clarksavannah@example.org,485.466.4709,Atlanta,Electric,Sedan,Bronze,7049.32,2023-12-31,2025-10-04 14:48:57.214004
1633,gonzaleswilliam,torresstephen@example.com,325.234.0539,Atlanta,Electric,SUV,Silver,2841.52,2023-10-09,2025-10-07 08:43:57.053554
1634,thardin,felicia31@example.net,(806)962-8191x57768,Los Angeles,Gas,Sedan,Bronze,8266.67,2024-09-21,2025-10-27 08:38:06.731074
1635,adamjohnson,opatterson@example.com,001-519-371-4641x530,Miami,Hybrid,SUV,Bronze,5571.28,2025-08-17,2025-10-22 04:45:19.188191
1636,davidramirez,carla47@example.com,907.546.1788,Los Angeles,Hybrid,SUV,Platinum,2096.2,2025-03-07,2025-10-30 05:03:44.356753
1637,williamstewart,merrittmelissa@example.com,+1-752-521-9453,Chicago,Gas,SUV,Gold,4230.86,2023-02-09,2025-10-12 00:44:57.365079
1638,kjenkins,edwardsamy@example.org,+1-970-237-4467x89182,Los Angeles,Electric,Truck,Platinum,259.3,2022-12-08,2025-10-08 15:55:22.942064
1639,bradley22,fernandotorres@example.com,7527798396,New York,Hybrid,Sedan,Bronze,3808.7,2025-02-25,2025-10-07 05:02:14.702305
1640,cohenheather,walkertimothy@example.net,(429)279-6299,Phoenix,Hybrid,Sports,Silver,6788.9,2025-05-28,2025-10-26 16:18:06.095957
1641,williamrivas,besparza@example.org,614.616.4459x391,Chicago,Hybrid,SUV,Bronze,174.76,2023-07-02,2025-10-04 04:25:40.943308
1642,bradleycannon,grahamnicole@example.org,424.535.9221x164,New York,Diesel,Truck,Gold,5544.72,2023-08-03,2025-10-20 10:11:20.320346
1643,chavezbrenda,scottzachary@example.net,001-584-608-6696x812,Dallas,Gas,Sedan,Silver,6142.48,2023-01-26,2025-10-06 21:07:56.589227
1644,william19,davidthornton@example.com,753.722.5442,Phoenix,Electric,Truck,Silver,6571.88,2023-06-22,2025-10-25 19:44:17.432887
1645,christopher55,rcooke@example.net,554-501-6504x3475,Los Angeles,Hybrid,SUV,Gold,1410.49,2023-02-08,2025-10-20 20:32:11.825400
1646,virginiabrooks,bryan@example.com,550.595.3541,Miami,Electric,Truck,Silver,1979.59,2024-03-24,2025-10-31 05:49:51.097121
1647,moodykimberly,kristineflores@example.com,680.848.6124x664,Chicago,Diesel,Sports,Bronze,9488.83,2025-10-16,2025-10-30 08:34:45.650196
1648,gthompson,vriley@example.net,001-649-981-0729,Denver,Electric,SUV,Bronze,7383.97,2023-07-13,2025-10-10 10:29:21.794102
1649,thomas75,drhodes@example.org,(216)701-1336,Phoenix,Hybrid,Sports,Silver,2635.75,2025-04-12,2025-10-23 10:35:12.679330
1650,alexamckinney,hharvey@example.org,001-266-842-8752x929,Seattle,Gas,Sports,Bronze,5854.33,2023-05-15,2025-10-28 11:44:11.068367
1651,bpeterson,monteseric@example.com,(264)772-1167,Phoenix,Gas,Sedan,Bronze,5805.62,2024-10-18,2025-10-03 23:49:21.509627
1652,emiller,zsantana@example.net,001-784-543-2360x0786,Chicago,Electric,Sports,Gold,4947.55,2024-10-18,2025-10-21 01:09:20.223179
1653,jensenpatricia,hdunlap@example.org,436-636-7893x55110,Los Angeles,Diesel,Sedan,Silver,4535.0,2025-06-07,2025-10-23 21:21:55.280914
1654,trevinodavid,vpham@example.org,(952)335-6420x592,Dallas,Gas,Truck,Bronze,3604.72,2023-11-27,2025-10-11 16:58:32.591879
1655,gsmith,eddie58@example.org,(956)860-6263x17563,Atlanta,Diesel,Truck,Platinum,9268.49,2024-11-30,2025-10-21 10:33:48.814950
